recipe_name,time_preparation(min),calories(kcal),ingredients_list,gluten_free,egg_free,sucrose_fructose_free,low_sodium,lactose_free,recipe_url,recipe_image_url
Pimientos rellenos de lentejas y verduras,40.0,225.0,"['lentejas cocidas', 'pimientos amarillos', 'pimientos rojos', 'zanahorias', 'cebolla', 'puerro', 'almendras laminadas tostadas', 'habitas en aceite', 'beicon en dados', 'tomates secos en aceite', 'tomillo', 'aceite de oliva', 'salsa de tomate', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/pimientos-rellenos-lentejas-y-verduras_3363.html,https://content-recetas.lecturas.com/medio/2018/07/19/pimientos-rellenos-de-lentejas-y-verduras_37cdbc99_800x800.jpg
"Paquetitos de acelgas con arroz, verduras y setas",,,"['acelgas grandes', 'arroz integral', 'zanahoria', 'cebolleta', 'pimiento rojo', 'ajo', 'judía verde', 'sal', 'seta de cardo', 'pimienta', 'jamón de pavo', 'salsa de tomate', 'aceite de oliva', 'pimiento choricero']",0,0,0,0,0,https://www.lecturas.com/recetas/paquetitos-acelgas-arroz-verduras-y-setas_3364.html,https://content-recetas.lecturas.com/medio/2018/07/19/paquetitos-de-acelgas-con-arroz-verduras-y-setas_8237ff9d_800x800.jpg
Tempura de verduras al curry con dip de remolacha,40.0,305.0,"['remolacha cocida', 'yogur natural', 'aceite de oliva', 'salsa de soja', 'dientes de ajo', 'semillas de sésamo', 'calabacín', 'zanahorias', 'pimiento rojo', 'puntas de espárragos verdes', 'harina', 'yema de huevo', 'curry de madrás']",0,0,0,0,0,https://www.lecturas.com/recetas/tempura-verduras-curry-dip-remolacha_3376.html,https://content-recetas.lecturas.com/medio/2018/07/19/tempura-de-verduras-al-curry-con-dip-de-remolacha_95cb777f_800x800.jpg
"Patatas rellenas de gambas, lechuga y tomatitos",50.0,294.0,"['patatas medianas', 'salsa mayonesa', 'pepinillos en vinagre', 'surimi', 'gambas', 'lechugas iceberg', 'tomates cereza', 'piña pequeña', 'cebollino', 'aceite de oliva', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/patatas-rellenas-gambas-lechuga-y-tomatitos_3472.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-rellenas-de-gambas-lechuga-y-tomatitos_1b47bcdc_800x800.jpg
Judías verdes cocidas con salmón ahumado,35.0,235.0,"['judías verdes planas cocidas', 'salmón ahumado', 'patatas baby', 'pimienta roja en grano', 'tomillo', 'cebollino', 'aceite', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/judias-verdes-cocidas-salmon-ahumado_3547.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-cocidas-con-salmon-ahumado_fc93c8c9_800x800.jpg
Judías verdes cocidas con habitas y jamón,30.0,219.0,"['judías verdes planas cocidas', 'habitas baby en aceite', 'jamón serrano en taquitos', 'pimientos rojos asado', 'perejil fresco', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/judias-verdes-cocidas-habitas-y-jamon_3549.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-cocidas-con-habitas-y-jamon_246735c8_800x800.jpg
Judías verdes cocidas con queso y zanahoria,30.0,236.0,"['judías verdes planas cocidas', 'queso fresco', 'zanahorias', 'guisantes congelados', 'hierbas aromáticas frescas y variadas', 'aceite', 'vinagre', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/judias-verdes-cocidas-queso-y-zanahoria_3550.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-cocidas-con-queso-y-zanahoria_ac820213_800x800.jpg
Bocaditos de verduras con salsa romesco,75.0,90.0,"['calabacín', 'zanahoria', 'pimiento verde', 'pimiento rojo', 'cebolleta', 'nata líquida', 'pan rallado', 'huevo', 'ñora de la pulpa', 'avellanas tostadas', 'almendras tostadas', 'tomate', 'diente de ajo', 'aceite de oliva', 'vinagre', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/bocaditos-verduras-salsa-romesco_3557.html,https://content-recetas.lecturas.com/medio/2018/07/19/bocaditos-de-verduras-con-salsa-romesco_d91e95a0_800x800.jpg
Tempura de verduras y gambas,20.0,360.0,"['pimiento verde', 'cebolla grandes', 'pimiento rojo grande', 'gamba', 'limón', 'harina', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,1,https://www.lecturas.com/recetas/tempura-verduras-y-gambas_3613.html,https://content-recetas.lecturas.com/medio/2018/07/19/tempura-de-verduras-y-gambas_7bb294c6_800x800.jpg
Salteado de verduras con sepia,20.0,310.0,"['sepias', 'pimientos rojos', 'pimientos verdes', 'zanahorias', 'cebolla', 'calabacín', 'aceite de oliva', 'perejil', 'sal', 'pimienta', 'salsa de tomate casera', 'semillas de sésamo']",1,0,0,0,1,https://www.lecturas.com/recetas/salteado-verduras-sepia_3614.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-de-verduras-con-sepia_2f285fec_800x800.jpg
Espárragos verdes con jengibre a la salsa de mango,12.0,,"['espárrago verde', 'diente de ajo', 'jengibre molido', 'azúcar integral', 'semillas de chía', 'tamari', 'aceite de oliva virgen']",1,0,0,1,1,https://www.lecturas.com/recetas/esparragos-verdes-jengibre-a-salsa-mango_3635.html,https://content-recetas.lecturas.com/medio/2018/07/19/esparragos-verdes-con-jengibre-a-la-salsa-de-mango_16b46361_800x800.jpg
Curry rojo de verduras,25.0,,"['patata medianas', 'coliflor', 'judía verde tipo baby', 'pimiento rojo', 'pimiento amarillo', 'cebolla roja', 'pasta de curry rojo', 'leche de coco', 'caldo de verduras', 'albahaca unas hojas que sea fresca', 'cilantro fresco picado', 'zumo de lima', 'aceite de oliva virgen extra', 'sal']",1,0,0,1,1,https://www.lecturas.com/recetas/curry-rojo-verduras_3637.html,https://content-recetas.lecturas.com/medio/2018/07/19/curry-rojo-de-verduras_87890188_800x800.jpg
Polenta con salsa especiada de champiñones,45.0,,"['polenta', 'caldo', 'cebolla', 'aceite de oliva virgen', 'sal', 'champiñón', 'limón el zumo', 'curry', 'pimienta a las cinco bayas', 'caldo de verduras', 'nata líquida vegetal de soja', 'cilantro fresco y picado', 'tomate en puré', 'aceite de oliva virgen', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/polenta-salsa-especiada-champinones_3638.html,https://content-recetas.lecturas.com/medio/2018/07/19/polenta-con-salsa-especiada-de-champinones_7e6dd4ca_800x800.jpg
Patatas rellenas con salsa boloñesa,40.0,,"['patata asadas', 'carne de ternera picada', 'cebolla', 'diente de ajo', 'tomillo', 'azúcar', 'tomate triturado', 'queso parmesano', 'aceite', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/patatas-rellenas-salsa-bolonesa_3654.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-rellenas-con-salsa-bolonesa_860c20f2_800x800.jpg
Patatas rellenas con jamón y queso,25.0,,"['patata asadas', 'jamón cocido cortado en daditos', 'queso cheddar rallado', 'huevo', 'aceite', 'sal', 'pimienta']",1,0,0,0,0,https://www.lecturas.com/recetas/patatas-rellenas-jamon-y-queso_3655.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-rellenas-con-jamon-y-queso_96cec9c1_800x800.jpg
Salteado oriental de ternera con verduras,20.0,290.0,"['filete de ternera finos', 'pimiento verde', 'pimiento rojo', 'champiñón', 'zanahoria', 'cebolla', 'salsa de soja', 'aceite de oliva', 'harina', 'semillas de sésamo', 'cilantro', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/salteado-oriental-ternera-verduras_3663.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-oriental-de-ternera-con-verduras_a113411b_800x800.jpg
Conejo a la cazadora,55.0,248.0,"['conejo troceado', 'zanahoria', 'pimienta', 'cebolla', 'diente de ajo', 'tomate maduros', 'sal', 'caldo de pollo', 'chocolate negro', 'seta congeladas', 'vino dulce', 'aceite de oliva', 'laurel', 'romero']",0,0,0,0,0,https://www.lecturas.com/recetas/conejo-a-cazadora_3676.html,https://content-recetas.lecturas.com/medio/2018/07/19/conejo-a-la-cazadora_b0c63187_800x800.jpg
Alcachofas rellenas de jamón y champiñón,45.0,,"['alcachofas', 'champiñones', 'jamón serrano', 'caldo de verduras', 'harina', 'cebolla', 'diente de ajo', 'perejil', 'limones', 'aceite de oliva', 'pimienta negra', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/alcachofas-rellanas-jamon-y-champinon_5.html,https://content-recetas.lecturas.com/medio/2018/07/19/alcachofas-rellenas-de-jamon-y-champinon_83e92b7d_800x800.jpg
Pastel de patata relleno de lomo,35.0,,"['patatas', 'tomates', 'cebolla', 'filetes de lomo de cerdo', 'tomillo', 'aceite de oliva', 'pimienta negra', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/pastel-patata-relleno-lomo_6.html,https://content-recetas.lecturas.com/medio/2018/07/19/pastel-de-patata-relleno-de-lomo_182e661c_800x800.jpg
Hortalizas de primavera a la albahaca,25.0,,"['calabacines', 'berenjena', 'tomates', 'espárragos verdes', 'avellanas', 'albahaca', 'sal', 'aceite de oliva', 'vinagre balsámico']",0,0,0,1,1,https://www.lecturas.com/recetas/hortalizas-primavera-a-albahaca_23.html,https://content-recetas.lecturas.com/medio/2018/07/19/hortalizas-de-primavera-a-la-albahaca_905bb197_800x800.jpg
Tartaleta de remolacha con mousse de aguacate,30.0,,"['pipas de girasol', 'remolachas', 'tamari', 'tomillo', 'aguacates', 'eneldo', 'limón', 'aceite de oliva', 'espinacas', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/tartaleta-remolacha-mousse-aguacate_25.html,https://content-recetas.lecturas.com/medio/2019/11/26/tartaleta-de-remolacha-con-mousse-de-aguacate_0cee34cf_800x800.jpg
Dados de patata con costra de hierbas,55.0,,"['patatas', 'pan de molde', 'mantequilla', 'diente de ajo', 'tomillo', 'perejil', 'sal', 'pimienta negra', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/dados-patata-costra-hierbas_30.html,https://content-recetas.lecturas.com/medio/2018/07/19/dados-de-patata-con-costra-de-hierbas_2be3542a_800x800.jpg
Tomates rellenos de mozzarella y pesto,30.0,,"['tomates', 'queso mozzarella', 'albahaca', 'piñones', 'queso parmesano rallado', 'ajo', 'aceite de oliva', 'sal', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/tomates-rellenos-mozzarella-y-pesto_32.html,https://content-recetas.lecturas.com/medio/2018/07/19/tomates-rellenos-de-mozzarella-y-pesto_19c95044_800x800.jpg
Timbal de menestra de verduras con jamón,60.0,186.0,"['judía verde redondas', 'zanahoria', 'alcachofa', 'limón el zumo', 'coliflor', 'jamón serrano', 'laurel', 'aceite de oliva', 'vinagre de jerez', 'pimienta rosa', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/timbal-menestra-verduras-jamon_112.html,https://content-recetas.lecturas.com/medio/2018/07/19/timbal-de-menestra-de-verduras-con-jamon_2acaa3dd_800x800.jpg
Buñuelos de verduras de temporada,40.0,,"['harina', 'huevo', 'leche', 'nabo', 'zanahoria', 'cebolla morada', 'puerro', 'calabacín', 'pimiento verde', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/bunuelos-verduras-temporada_116.html,https://content-recetas.lecturas.com/medio/2018/07/19/bunuelos-de-verduras-de-temporada_033d2657_800x800.jpg
Ternera con pesto de tomate,,255.0,"['judías verdes finas', 'filetes de ternera', 'dientes de ajo', 'tomates secos', 'piñones', 'queso parmesano', 'vinagre de jerez', 'aceite de oliva', 'pimienta negra', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/ternera-pesto-tomate_336.html,https://content-recetas.lecturas.com/medio/2018/07/19/ternera-con-pesto-de-tomate_df9d598c_800x800.jpg
Endivias rellenas de salmón,25.0,,"['endibia', 'tomate maduros', 'queso blanco', 'salmón ahumado en lonchas', 'alcaparra', 'eneldo', 'pimienta rosa unos granos', 'aceite de oliva', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/endivias-rellenas-salmon_364.html,https://content-recetas.lecturas.com/medio/2018/07/19/endivias-rellenas-de-salmon_b84e4fb9_800x800.jpg
Rollitos de col con carne y arroz,75.0,,"['col rizada', 'carne picada de ternera', 'arroz', 'cebolla', 'limón', 'pistachos pelados', 'ciruela pasa sin hueso', 'pimentón dulce', 'menta', 'aceite de oliva', 'pimienta negra', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/rollitos-col-carne-y-arroz_366.html,https://content-recetas.lecturas.com/medio/2018/07/19/rollitos-de-col-con-carne-y-arroz_33066d37_800x800.jpg
Pimientos con revuelto de ajetes,55.0,,"['pimientos verdes italianos', 'huevos', 'cebolla', 'ajete', 'perejil', 'pan', 'tomate', 'lechuga unas hojas variadas', 'orégano seco', 'aceite de oliva', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/pimientos-revuelto-ajetes_367.html,https://content-recetas.lecturas.com/medio/2018/07/19/pimientos-con-revuelto-de-ajetes_77e264dc_800x800.jpg
Salteado de hortalizas y pescado con arroz,30.0,,"['arroz', 'pimiento verde', 'judías verdes', 'guisantes congelados', 'cebolleta', 'filetes de bacalao fresco', 'gambas', 'aceite de oliva virgen extra', 'azafrán', 'guindilla un trocito', 'perejil', 'pimienta negra', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/salteado-hortalizas-y-pescado-arroz_384.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-de-hortalizas-y-pescado-con-arroz_149cc84c_800x800.jpg
Verduras con lomo y salsa de limón,30.0,220.0,"['lomo de cerdo', 'zanahorias', 'cebolla', 'berros', 'calabacines', 'limones', 'miel', 'guindilla', 'vino blanco', 'perejil', 'sal', 'pimienta negra', 'aceite de oliva']",1,1,0,0,1,https://www.lecturas.com/recetas/verduras-lomo-y-salsa-limon_429.html,https://content-recetas.lecturas.com/medio/2018/07/19/verduras-con-lomo-y-salsa-de-limon_2caa3794_800x800.jpg
Guiso de patatas con almejas,30.0,,"['patata', 'cebolla', 'almeja', 'diente de ajo', 'perejil', 'vino blanco', 'caldo de verduras', 'pimentón picante', 'aceite de oliva', 'sal']",1,0,0,0,1,https://www.lecturas.com/recetas/guiso-patatas-almejas_430.html,https://content-recetas.lecturas.com/medio/2018/07/19/guiso-de-patatas-con-almejas_cf20f5b0_800x800.jpg
Patatas gratinadas con verduras y bacalao,90.0,,"['patatas', 'migas de bacalao', 'cebolla', 'zanahoria', 'pimiento rojo', 'pimiento verde', 'dientes de ajo', 'tomate triturado', 'queso rallado', 'lechuga hojas variadas', 'perejil', 'orégano', 'sal gorda', 'aceite de oliva', 'pimienta negra', 'sal']",1,0,0,0,0,https://www.lecturas.com/recetas/patatas-gratinadas-verduras-y-bacalao_438.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatas-gratinadas-con-verduras-y-bacalao_c6dc628e_800x800.jpg
Salteado de verduras con majado de tomate,45.0,150.0,"['berenjenas', 'champiñones', 'zanahoria', 'calabazas', 'pimienta negra', 'tomates', 'tomates cereza', 'perejil', 'cebolla morada', 'dientes de ajo', 'aceite de oliva', 'almendras', 'avellanas', 'romero', 'sal']",0,0,0,0,0,https://www.lecturas.com/recetas/salteado-verduras-majado-tomate_440.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-de-verduras-con-majado-de-tomate_fa248f08_800x800.jpg
Verduras asadas con gambas salteadas,75.0,175.0,"['pimiento rojo', 'calabaza', 'espárrago verde', 'diente de ajo', 'cebolleta', 'gamba', 'pimienta negra', 'tomillo', 'zumo de limón', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/verduras-asadas-gambas-salteadas_448.html,https://content-recetas.lecturas.com/medio/2018/07/19/verduras-asadas-con-gambas-salteadas_79506ad4_800x800.jpg
Tronquitos de calabacín rellenos de verduras y salmón,35.0,175.0,"['calabacines', 'cebolla', 'dientes de ajo', 'zanahoria', 'cebollino', 'champiñones', 'salmón', 'zumo de limón', 'vino blanco', 'aceite de oliva', 'sal', 'pimienta negra']",1,1,0,0,1,https://www.lecturas.com/recetas/tronquitos-calabacin-rellenos-verduras-y-salmon_449.html,https://content-recetas.lecturas.com/medio/2018/07/19/tronquitos-de-calabacin-relleno-de-verduras-y-salmon_7efdb70c_800x800.jpg
Quiche de pimientos y jamón de pavo,60.0,310.0,"['pasta brisa', 'huevo', 'nata líquida', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'pimienta negra', 'cebolla', 'diente de ajo', 'jamón de pavo', 'queso rallado', 'orégano', 'aceitunas negras sin hueso', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/quiche-pimientos-y-jamon-pavo_461.html,https://content-recetas.lecturas.com/medio/2018/07/19/quiche-de-pimientos-y-jamon-de-pavo_c0c76327_800x800.jpg
Verduras marinadas con hierbas y limón,60.0,120.0,"['zanahoria', 'calabacín', 'berenjena', 'limón', 'calabaza', 'tomate pera', 'diente de ajo', 'cebolleta', 'pimienta negra', 'romero', 'tomillo', 'sal', 'aceite de oliva']",1,0,0,0,1,https://www.lecturas.com/recetas/verduras-marinadas-hierbas-y-limon_462.html,https://content-recetas.lecturas.com/medio/2018/07/19/verduras-marinadas-con-hierbas-y-limon_adc323f8_800x800.jpg
Calabacines rellenos con salpicón de verduras,50.0,180.0,"['calabacín', 'zanahoria', 'tomate', 'cebolla morada', 'pimiento rojo', 'pimiento verde', 'cebollino', 'pimienta negra', 'aceite de oliva', 'vinagre de jerez', 'sal']",1,0,0,1,1,https://www.lecturas.com/recetas/calabacines-rellenos-salpicon-verduras_464.html,https://content-recetas.lecturas.com/medio/2018/07/19/calabacines-rellenos-de-salpicon-de-verduras_30f01ca2_800x800.jpg
Patatas baby salteadas con tomates y jamón,10.0,290.0,"['patatas tipo baby', 'tomates secos', 'jamón serrano en una loncha', 'cebolleta', 'perejil', 'diente de ajo', 'aceite de oliva', 'sal', 'vinagre', 'pimienta negra']",1,0,0,0,0,https://www.lecturas.com/recetas/patatas-baby-salteadas-tomates-y-jamon_479.html,https://content-recetas.lecturas.com/medio/2018/07/19/patatitas-baby-salteadas-con-tomates-y-jamon_9a5f1284_800x800.jpg
Pastelito de patata con espinacas,50.0,,"['patata', 'huevos', 'mantequilla', 'espinacas', 'harina', 'aceite de oliva', 'nuez moscada', 'pimienta negra', 'sal', 'zanahorias', 'vinagre de jerez']",1,0,0,0,0,https://www.lecturas.com/recetas/pastelito-patata-espinacas_507.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-pastelitos-de-patata-con-espinacas-resultado-final_df886627_800x800.jpg
Hamburguesa vegetal,50.0,259.0,"['patatas medianas', 'zanahorias', 'pimiento verde', 'pimiento rojo', 'cebolla', 'diente de ajo', 'perejil unas hojas', 'aceite de oliva', 'panecillos de semillas', 'lechuga unas hojas', 'tomates', 'sal', 'pimienta negra']",0,0,0,0,1,https://www.lecturas.com/recetas/hamburguesa-vegetal_593.html,https://content-recetas.lecturas.com/medio/2018/07/19/hamburguesa-vegetal_dbc16133_800x800.jpg
Salteado con gambas y setas de primavera,35.0,,"['arroz largo', 'seta de primavera', 'puerro', 'ajete', 'perejil', 'cola de gamba', 'aceite de oliva', 'sal', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/salteado-gambas-y-setas-primavera_602.html,https://content-recetas.lecturas.com/medio/2018/07/19/salteado-con-gambas-y-setas-de-primavera_df4c8c42_800x800.jpg
"Judías verdes salteadas con tomate, ajo y alcaparras",30.0,210.0,"['judía verde', 'tomate', 'diente de ajo', 'alcaparra', 'albahaca', 'sal', 'aceite de oliva']",1,0,0,0,1,https://www.lecturas.com/recetas/judias-verdes-salteadas-tomate-ajo-y-alcaparras_612.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-salteadas-con-tomate-ajo-y-alcaparras_bfa98894_800x800.jpg
Habas con bacalao y vinagreta de hortalizas,35.0,,"['habas', 'bacalao desalado', 'tomates secos', 'vinagre de jerez', 'cebolleta', 'perejil', 'sal', 'aceite de oliva', 'pimienta negra']",1,0,0,0,1,https://www.lecturas.com/recetas/habas-bacalao-y-vinagreta-hortalizas_617.html,https://content-recetas.lecturas.com/medio/2018/07/19/habas-con-bacalao-y-vinagreta-de-hortalizas_9689be92_800x800.jpg
Salpicón de hortalizas y legumbres,25.0,,"['espárrago verde', 'guisantes', 'habas', 'cebolleta', 'tomate', 'coliflor', 'vinagre de jerez', 'aceite de oliva', 'cebollino', 'sal', 'pimienta negra']",1,0,0,1,1,https://www.lecturas.com/recetas/salpicon-hortalizas-y-legumbres_618.html,https://content-recetas.lecturas.com/medio/2018/07/19/salpicon-de-hortalizas-y-legumbres_0a654cc9_800x800.jpg
Chips de alcachofa con mayonesa al limón,25.0,,"['alcachofa', 'harina', 'huevo', 'salsa mayonesa', 'limón', 'perejil', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/chips-alcachofa-mayonesa-limon_619.html,https://content-recetas.lecturas.com/medio/2018/07/19/chips-de-alcachofa-con-mayonesa-al-limon_718b1b04_800x800.jpg
Dados de patata rellenos de salsa picante,40.0,,"['patatas', 'espárragos verdes', 'cebolletas', 'ajos', 'cayenas', 'pimentón dulce', 'pimentón picante', 'harina', 'caldo de pollo', 'aceite de oliva', 'sal']",0,0,0,0,1,https://www.lecturas.com/recetas/dados-patata-rellenos-salsa-picante_651.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-dados-de-patata-rellenos-de-salsa-picante-resultado-final_912fba33_800x800.jpg
Timbal de calabaza y patata,60.0,,"['calabazas', 'patatas', 'puerros', 'miel', 'semillas de sésamo', 'caldo de pollo', 'menta', 'aceite de oliva con aroma de trufa', 'sal', 'pimienta negra']",1,0,0,0,1,https://www.lecturas.com/recetas/timbal-calabaza-y-patata_680.html,https://content-recetas.lecturas.com/medio/2018/07/19/paso-a-paso-para-hacer-timbal-de-calabaza-y-patata-resultado-final_76e3c549_800x800.jpg
Calabacines gratinados,30.0,,"['calabacín', 'diente de ajo', 'pan rallado', 'almendras picadas', 'clara de huevo', 'perejil', 'queso cheddar en lonchas', 'pimentón dulce', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/calabacines-gratinados_689.html,https://content-recetas.lecturas.com/medio/2018/07/19/calabacines-gratinados_97c9f8ef_800x800.jpg
Pinchito de alcachofa con anchoas,10.0,,"['corazones de alcachofa', 'aceitunas rellenas de anchoa', 'filetes de anchoa', 'vinagre', 'pimentón dulce', 'pimienta negra']",1,1,0,0,1,https://www.lecturas.com/recetas/pinchito-alcachofa-anchoas_723.html,https://content-recetas.lecturas.com/medio/2020/01/10/muy-ligeras-con-verduras-verduras-en-tempura-hortalizas-y-champinones-alcachofa-con-anchoas_6155facb_800x800.jpg
Judías verdes con patata y sepia,30.0,,"['sepias', 'judías verdes', 'patatas', 'diente de ajo', 'perejil', 'aceite de oliva', 'sal', 'pimienta negra']",1,0,0,1,1,https://www.lecturas.com/recetas/judias-verdes-patata-y-sepia_741.html,https://content-recetas.lecturas.com/medio/2018/07/19/judias-verdes-con-patata-y-sepia_69a92255_800x800.jpg
Espinacas salteadas con panceta y huevo,25.0,,"['espinacas', 'beicon en lonchas', 'huevo de codorniz', 'tomate cereza', 'diente de ajo', 'tomillo', 'cebolleta', 'sal', 'pimienta negra', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/espinacas-salteadas-panceta-y-huevo_744.html,https://content-recetas.lecturas.com/medio/2018/07/19/espinacas-salteadas-con-panceta-y-huevo_20195e5a_800x800.jpg
Sándwiches de patata rebozados,60.0,,"['patatas', 'dientes de ajo', 'carne de ternera picada', 'carne de cerdo picada', 'claras de huevo', 'tomate', 'cebolla', 'vino blanco', 'harina', 'sal', 'aceite de oliva', 'pimienta negra']",0,0,0,0,0,https://www.lecturas.com/recetas/sandwiches-patata-rebozados_753.html,https://content-recetas.lecturas.com/medio/2018/07/19/sandwiches-de-patata-rebozados_eef12332_800x800.jpg
Tarta de lentejas,12.0,,"['lentejas pardinas cocidas', 'aguacates', 'zumo de remolacha', 'aceite de oliva', 'sal', 'pimienta', 'zanahorias', 'nabos', 'hinojos', 'calabacines', 'papadum de comino', 'aceite vegetal', 'brotes de acedera', 'guindillas en vinagre', 'aceite de oliva', 'xantana']",0,0,0,0,0,https://www.lecturas.com/recetas/tarta-lentejas_8256.html,https://content-recetas.lecturas.com/medio/2019/07/17/tarta_de_lentejas_13c01c73_800x800.jpg
Tempura de tempeh de garbanzos con salsa sambayu,7.0,,"['tempeh de garbanzos', 'aceite vegetal', 'agua casi helada', 'harina de garbanzos', 'almidón de maíz', 'bicarbonato sódico', 'salsa de soja', 'vino de arroz', 'zumo de naranja', 'zumo de limón', 'piel de limón', 'piel de naranja', 'ajo', 'chile', 'albahaca']",0,0,0,0,0,https://www.lecturas.com/recetas/tempura-tempeh-garbanzos-salsa-sambayu_8257.html,https://content-recetas.lecturas.com/medio/2019/07/17/tempura_de_tempeh_de_garbanzos_con_salsa_sambayu_a6490c83_800x800.jpg
Hamburguesa de quinoa y alubias con salsa huancaína,35.0,,"['quinoa remojada 20 minutos y lavada', 'caldo de verduras', 'cebollas', 'ajos', 'zanahorias', 'nabos', 'calabacines', 'alubias pintas cocidas', 'sal', 'pimienta', 'lechuga', 'tomates maduros', 'cilantro', 'lima el zumo', 'cebollas moradas picada finamente', 'aceite de oliva', 'sal', 'pimienta', 'cebolla blanca', 'ajo', 'pimiento rojo', 'pimiento verde', 'pimiento amarillo', 'cilantro', 'pimiento jalapeño', 'anacardos remojados', 'leche vegetal', 'miga de pan', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/hamburguesa-quinoa-y-alubias-salsa-huancaina_8258.html,https://content-recetas.lecturas.com/medio/2019/07/17/hamburguesa_de_quinoa_y_alubias_con_salsa_huancaina_f2b87667_800x800.jpg
Guisantes con beicon y cebolleta,35.0,,"['guisantes frescos desgranados', 'cebollitas', 'beicon en lonchas', 'vino blanco', 'caldo de verduras', 'pimentón ahumado', 'laurel', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/guisantes-beicon-y-cebolleta_8404.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_guisantes_con_beicon_y_cebolleta_resultado_final_10459d42_800x800.jpg
Hummus de guisantes,30.0,,"['guisantes desgranados', 'diente de ajo', 'crema de sésamo (tahini)', 'zumo de limón', 'comino', 'bicarbonato sódico', 'sal', 'aceite de oliva virgen', 'pimentón', 'pan', 'jamón serrano', 'tomate cereza']",0,0,0,0,0,https://www.lecturas.com/recetas/hummus-guisantes_8406.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_hummus_de_guisantes_resultado_final_f306d856_800x800.jpg
Guisantes con hortalizas y arroz,60.0,,"['guisantes', 'arroz salvaje', 'calabacines', 'huevos', 'cebollas rojas', 'col lombarda', 'menta', 'avellanas tostadas', 'vinagre de manzana', 'aceite de oliva', 'sal', 'pimienta']",0,0,0,0,0,https://www.lecturas.com/recetas/guisantes-hortalizas-y-arroz_8407.html,https://content-recetas.lecturas.com/medio/2019/07/17/paso_a_paso_para_realizar_guisantes_con_hortalizas_y_arroz_resultado_final_b1e0b6e1_800x800.jpg
Minitortitas de guisantes,45.0,,"['guisantes', 'dientes de ajo', 'harina de garbanzos', 'cebolla', 'levadura', 'yogures griegos', 'hierbas aromáticas', 'zumo de limón', 'sal', 'aceite de oliva']",0,0,0,0,0,https://www.lecturas.com/recetas/minitortitas-guisantes_8408.html,https://content-recetas.lecturas.com/medio/2019/07/17/minitortitas_de_guisantes_aeb26384_800x800.jpg
